-1.494763e-07 -9.385350e-09 4.092502e-08 1.500000e-08 
-1.453375e-07 2.024669e-08 3.873132e-08 1.500000e-08 
-1.717701e-07 -1.340398e-08 2.125684e-08 1.500000e-08 
-1.429162e-07 -2.379664e-08 6.640600e-08 1.500000e-08 
-1.316128e-07 3.000988e-08 6.355696e-08 1.500000e-08 
-1.139267e-07 -2.966570e-08 7.142186e-08 1.500000e-08 
-1.492670e-07 4.935067e-08 3.260626e-08 1.500000e-08 
-1.797677e-07 4.365064e-09 -1.553266e-09 1.500000e-08 
-1.940494e-07 -2.793113e-08 7.378945e-09 1.500000e-08 
-1.687855e-07 7.910863e-09 -2.924478e-08 1.500000e-08 
-1.050633e-07 1.137221e-07 5.409303e-08 1.500000e-08 
-1.322441e-07 1.151287e-07 6.671152e-08 1.500000e-08 
-1.058863e-07 8.625680e-08 4.205172e-08 1.500000e-08 
-9.228214e-08 1.399444e-07 4.709105e-08 1.500000e-08 
-1.516721e-07 1.339756e-07 5.377511e-08 1.500000e-08 
-1.296820e-07 7.199049e-08 3.063951e-08 1.500000e-08 
-8.551671e-08 6.455970e-08 4.583539e-08 1.500000e-08 
-1.136207e-07 5.361763e-08 1.319030e-08 1.500000e-08 
-1.619094e-07 1.386507e-07 2.596605e-08 1.500000e-08 
-1.343644e-07 5.664285e-08 -8.270118e-09 1.500000e-08 
-1.734594e-07 -1.045279e-07 6.047275e-08 1.500000e-08 
-1.591032e-07 -1.301844e-07 6.644297e-08 1.500000e-08 
-1.974099e-07 -1.148273e-07 4.563041e-08 1.500000e-08 
-1.619833e-07 -1.250823e-07 9.586531e-08 1.500000e-08 
-2.077279e-07 -1.429940e-07 4.605160e-08 1.500000e-08 
-1.821905e-07 -1.395845e-07 1.126390e-07 1.500000e-08 
-2.291815e-07 -1.223833e-07 4.218648e-08 1.500000e-08 
-1.998733e-07 -1.638087e-07 1.133497e-07 1.500000e-08 
-2.300793e-07 -9.257567e-08 3.891535e-08 1.500000e-08 
-2.475973e-07 -1.417884e-07 2.861075e-08 1.500000e-08 
-1.842977e-07 -5.621161e-08 5.116240e-09 1.500000e-08 
-1.878663e-07 -4.374988e-08 -2.193873e-08 1.500000e-08 
